Key,Type,Summary,Status,Priority,Resolution,Assignee,Reporter,Labels,Components,Created,Updated,Description,URL
G40-123,Bug,Gopher Go - Account - Payout Account - Allowing Gopher To Accept Request With Invalid Payout,Done,Highest,Done,Wilson Correa Padilla,John Newbury,Gopher-Go,Gopher Go App,2025-06-19,2026-03-25,"## **Summary** When a Gopher sets up a Stripe **payout** account, a debit card must be added to become “Stripe Verified.” If that card is **invalid/expired/unsupported** and the Gopher removes it, our system currently **deletes the Stripe account and creates a new one**, breaking scheduled transfers and forcing manual payouts. We must: 1. **Disallow removing a failing card** until a **new, valid card** is added, 2. **Pre-validate** card eligibility where possible, 3. **Keep payout status disabled** until a supported card is on file, 4. Surface a **clear UI alert/badge** guiding the Gopher to add a valid card. --- ## **Problem Details** * Current behavior allows a failing/unsupported debit card to be **removed** with no replacement. * This triggers unintended **Stripe connected account deletion/recreation**, which breaks **scheduled transfers** and requires **manual payouts** by Gopher Admin. * Gophers often add **unsupported cards** (e.g., **Cash App** / **DoorDash** cards) without being warned; they discover the issue only after **missing payouts** and contacting support. **Reported Example** * **User ID:** 73076 * **Order #:** 29682 * **Stripe Account ID:** `acct_1PrWp1FqyBu64OeY` **Reference (Stripe docs):** * Instant payouts & supported banks: <custom data-type=""smartlink"" data-id=""id-0"">https://docs.stripe.com/payouts/instant-payouts-banks</custom> --- ## **Goals / Requirements** ### A. Card Validation & Payout State * ✅ **Pre-validation:** On card entry, attempt to determine if the card is eligible for payouts (brand/funding type, supported networks, BIN checks where Stripe exposes signals). * ✅ **If unsupported/invalid/expired:** * **Block activation** of payouts. * Keep **Payout Status = Disabled**. * Explain why and what card types are accepted. * ✅ **Do not allow the worker to take requests** while payout status is disabled. ### B. Prevent Card Removal Without Replacement * ✅ If the **only payout card** on file is failing/unsupported, **disallow “Remove Card”** until a **new valid card** is successfully added. * ✅ Replace “Remove” with a disabled state + tooltip/explainer: “Add a new eligible card to remove this one.” ### C. UI/UX Alerts * ✅ On **Account → Payout Account**, show **red badge**: * **“A new card must be added to receive payout.”** * ✅ If a card is unsupported, show inline error & guidance (e.g., “Prepaid wallets such as Cash App or DoorDash cards are not supported for payouts.”). * ✅ Keep the worker in a clear **Blocked** state for payouts until a valid card is added (with a learn-more link). ### D. Stripe Account Integrity * ✅ **Never delete/recreate** the connected Stripe account due to card removal. * ✅ Guardrails to **prevent account churn** on external account changes (listen for `external_account.deleted` and **block** backend flows that recreate connected accounts). ### E. Ops & Support (out of scope, need to create a ticket for this) * ✅ Log and surface in Admin: * Card eligibility failures, removal attempts blocked, payout status changes. * ✅ Bulk job to **flag existing Gophers** with unsupported cards; send notifications to update card. --- ## **Acceptance Criteria** 1. **Card Entry Guardrails** * Entering an unsupported or invalid card → **payout status remains Disabled**; user sees **explicit reason** and examples of accepted cards; **cannot start/accept requests** until fixed. 2. **Removal Lock** * If the only payout card is invalid/unsupported, “Remove” is **disabled** until a **new valid card** is added. * Attempting removal shows an **inline message** explaining the requirement. 3. **Red Badge & Messaging** * On **Account → Payout Account**, show **red badge**: “**A new card must be added to receive payout**” whenever payout status is Disabled due to card issues. 4. **No Account Recreation** * Removing/replacing cards **never** deletes and recreates the Stripe connected account. * Scheduled transfers remain intact; **no manual payouts** required due to this scenario. 5. **Unsupported Wallets** * Adding known unsupported wallet cards (e.g., **Cash App, DoorDash** cards) fails validation with **clear guidance**. 6. **Auditability** * Admin sees timeline events for: card added/failed/unsupported, removal attempts blocked, payout state transitions. --- ## **Technical Notes / Research Tasks** ### Stripe API Research (Engineering Spike) * Can we reliably **pre-check eligibility** for instant payouts to debit cards at entry time (brand/funding/BIN metadata)? * Confirm signals available on the attached **external account** (e.g., `card[funding]`, brand, network) and whether Stripe exposes **instant payout eligibility** flags pre-payout. * Determine recommended Stripe approach to **block unsupported cards** vs. allowing attach then holding payouts (`payouts_enabled`, **requirements**, or custom eligibility rules). * Define webhook listeners to maintain integrity: * `account.updated`, `external_account.created`, `external_account.deleted`, `payout.created`, `payout.failed`. ### Backend / Data * Add **payout status machine** (Enabled/Disabled/Needs-Card) with reasons. * Enforce **marketplace work gating** based on payout status. * Prevent any code path that **deletes/recreates** Stripe connected accounts on card changes. ### Mobile / Frontend * Payout screen: red badge, inline errors, disable “Remove” until new valid card is added, learn-more modal. * Block accepting/starting requests when payout disabled; show actionable message. ### Migrations / Cleanup * Report & notification to all Gophers currently with **unsupported/invalid/expired** cards; drive them to update. * Validate scheduled transfers are unaffected by card replacement flow. --- ## **Out of Scope (for this ticket)** * Changing payout **methods** beyond supported debit cards (e.g., bank accounts) unless later approved. * Retroactive payment reconciliation process (handled by Ops playbook). --- ## **QA Scenarios** * Add **Cash App/DoorDash** type card → validation blocks, payout stays Disabled, alerts shown. * Add **expired** or **invalid** card → blocked with clear message. * Try to **remove** failing card with no replacement → removal **disabled**; message instructs to add a new card. * Add **valid debit card** → payout status flips to Enabled, badge cleared, worker can accept requests. * Replace card without any account deletion; **scheduled transfers continue**. * Webhooks fire; Admin timeline shows correct events.",https://gopherapp.atlassian.net/browse/G40-123
G40-124,Bug,Gopher App - Refer App - Recommend a MY Gopher Typo,Done,Lowest,Done,Wilson Correa Padilla,John Newbury,"Gopher-App, Gopher-Requestor, Onboarding",,2025-06-18,2025-12-05,"### **As a** Gopher Go user viewing recommendations, ### **I want** to see the recommendation text displayed correctly without unnecessary words, ### **So that** the interface reads naturally, maintains professionalism, and avoids confusing or awkward phrasing. ‌ ### **💡Context / Background** * In the **Gopher App** application, a label or phrase currently reads **“Recommend a MY Gopher.”** * The article “a” is grammatically incorrect and should be removed to correctly display **“Recommend MY Gopher.”** * This small text fix improves overall clarity and user experience. 📎 _Screenshot reference:_ ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=ae4b17e1-24da-424c-aaae-d663a17fb097&&collection=&height=720&occurrenceKey=null&width=344&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) ‌ ### **✅ Acceptance Criteria (Given / When / Then)** ‌ **Scenario 1:** Correct phrase displayed * **Given** the user navigates to the screen where the “Recommend a MY Gopher” phrase is shown, * **When** the interface loads, * **Then** the text should correctly display as **“Recommend MY Gopher.”** **Scenario 2:** Consistency across app * **Given** the fix has been applied to this screen, * **When** the same phrase is displayed in any other part of the app (e.g., banners, pop-ups, modals), * **Then** all instances should match the corrected version “Recommend MY Gopher.” ‌ ### **🧠 Dependencies / Notes** ‌ * Verify this string’s location in the code (UI component, static copy, or CMS-managed content). * Coordinate with design or product for final confirmation on copy style. * Screenshot available for quick reference of where the text appears. ‌ ### **🧪 QA Notes:** * Check both light/dark mode if applicable. * Ensure no spacing or layout shifts after removing the word. * Confirm capitalization and font match surrounding UI elements.",https://gopherapp.atlassian.net/browse/G40-124
G40-125,Bug,Gopher App - Service - Yard Projects - Leaf Blowing/Removal Misspelled,Done,Lowest,Done,Wilson Correa Padilla,John Newbury,"Gopher-App, Gopher-Requestor, Onboarding",Gopher App (Requestor),2025-06-17,2025-12-05,"### **As a** Gopher App user browsing available yard project services, ### **I want** to see the service name “Leaf Blowing/Removal” spelled correctly throughout the interface, ### **So that** the app appears professional and clear, improving user trust when selecting a service. ‌ ### **💡Context / Background** * Within the **Gopher App**, under the navigation path: **Service → Yard Projects**, the label or title for **“Leaf Bowling/Removal”** is currently misspelled. * The correct spelling should be **“Leaf Blowing/Removal.”** * The issue is visible in the attached screenshot showing the service listing or detail screen. 📎 _Screenshot reference:_ ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=29c891e2-cbe0-4270-b171-f6edf36a56ac&&collection=&height=932&occurrenceKey=null&width=430&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) ‌ ### **✅ Acceptance Criteria (Given / When / Then)** **Scenario 1:** Correct spelling displayed * **Given** the user navigates to **Service → Yard Projects**, * **When** the “Leaf Bowling/Removal” service is shown, * **Then** the label should display with the correct spelling and formatting as **“Leaf Blowing/Removal.”** **Scenario 2:** Consistency across app * **Given** the service name is fixed in this location, * **When** it appears elsewhere in the app (e.g., service summaries, invoices, or recommendations), * **Then** it should consistently display as **“Leaf Blowing/Removal.”** ‌ ### **🧠 Dependencies / Notes** * Verify text source (component, localization file, or static copy). * Apply fix in both **mobile and web** versions if they share the same label set. * Screenshot provided for visual reference. ‌ ### **🧪 QA Notes:** * Confirm correct spelling appears on all relevant screens. * Validate proper spacing, capitalization, and slash formatting. * Ensure no regression in UI alignment or service selection behavior. <custom data-type=""smartlink"" data-id=""id-0"">https://www.figma.com/design/g7DWLbI86O6SqiwITY7jeL/%E2%9C%8F%EF%B8%8F-Gopher-UI_UX?node-id=3524-47931&t=Lz9PHA7cSV3fsvTg-4</custom>",https://gopherapp.atlassian.net/browse/G40-125
G40-126,Bug,Gopher App - Other Category Title Error,Canceled,Medium,Done,,John Newbury,Onboarding,Gopher App (Requestor),2025-06-16,2025-11-25,"### **As a** Gopher App user submitting a request using the “Other” category, ### **I want** the system to correctly display and record my custom request title, ### **So that** my request reflects the actual title I entered, ensuring clarity for both myself and the assigned Gopher. ‌ ### **💡 Context / Background** ‌ * When a user submits a request using the **“Other”** category, the displayed **request title** is sometimes inaccurate or incorrect. * The issue appears to be **intermittent** — not all “Other” requests are affected. * The problem may relate to how the app recognizes or saves custom titles for non-standard categories. * This bug causes confusion for both users and Gophers when identifying what the request actually is. ‌ 📎 _Screenshot reference:_ ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=8ae3de03-b3cb-44e7-8dc9-f683ad90c107&&collection=&height=2796&occurrenceKey=null&width=1290&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) ‌ ### **✅ Acceptance Criteria (Given / When / Then)** ‌ **Scenario 1 – Correct title recorded on submission** * **Given** a user selects the **“Other”** category when creating a new request, * **When** they enter a custom title and submit the request, * **Then** the system must **store and display** that exact title in all subsequent views (confirmation, list, Gopher view). ‌ **Scenario 2 – Consistent title display** * **Given** a request submitted with the “Other” category, * **When** the user or assigned Gopher views it later, * **Then** the correct title should consistently display across all modules (confirmation screen, order history, notifications, etc.). ‌ **Scenario 3 – No overwriting or fallback issues** * **Given** the user’s entered title is saved, * **When** the system processes the request, * **Then** it must not be replaced or overridden by default text, cached titles, or other category names. ‌ ### **🧠 Dependencies / Notes** ‌ * Review backend handling of custom titles under “Other” category (possible key mismatch or caching issue). * Verify that both mobile and web clients reference the same data source for the request title. * Check if the problem occurs only under specific conditions (e.g., specific characters, long titles, or saved drafts). ‌ ### **🧪 QA Notes:** ‌ * Test multiple “Other” category requests with various custom titles. * Confirm title consistency across: * Confirmation screen * My Requests list * Gopher assignment view * Push/email notifications * Verify fix on both iOS and Android apps. * Validate no regression for standard categories.",https://gopherapp.atlassian.net/browse/G40-126
G40-129,Bug,Both Apps - New Account Set Up - Names Are Allowing A Space At The End Making Searching Difficult,Canceled,Low,Done,,John Newbury,spine,"Gopher App (Requestor), Gopher Go App",2025-05-08,2026-06-15,Don’t allow a user to then their name with a space. Makes teaching for users and data difficult. Needs to use a “Proper” or “Title” Case Void all white space in other words.,https://gopherapp.atlassian.net/browse/G40-129
G40-130,Task,Gopher Request - More - Blocked Gophers - Allow Requestor To Block A Gopher From A Cancelled Request,Canceled,Medium,Done,,John Newbury,request,,2025-05-08,2026-06-15,"Currently, Requestors can only block a Gopher from within a completed request. If a Gopher cancels or a request is otherwise cancelled, the Requestor has no way to block that Gopher from future requests. The block option must be extended to cancelled requests so Requestors always have the ability to prevent an unwanted Gopher from being matched with them again. ## 🧑‍💻 As a Requestor whose request was cancelled by or with a Gopher, ## 🎯 I want to be able to block that Gopher directly from the cancelled request, ## ✅ So that I can prevent them from being matched with me on future requests, regardless of whether the request was completed or cancelled. ## 💡 Context / Background * The Blocked Gophers feature allows Requestors to prevent specific Gophers from appearing on or accepting their future requests. * Currently, the block option is only surfaced on completed requests — there is no way to block a Gopher from a cancelled request. * A Requestor may have a legitimate reason to block a Gopher after a cancellation — for example, if the Gopher cancelled at the last minute, behaved inappropriately in messaging, or if the Requestor simply does not want to work with that Gopher again. * The block action, underlying logic, and the Blocked Gophers list behavior remain unchanged — this ticket only extends the availability of the block option to cancelled request states. ## ❌ Current Behavior * The block Gopher option is only available on completed requests * If a request is cancelled, the Requestor has no in-app path to block the associated Gopher ## ✅ Expected Behavior * The block Gopher option is available on both completed and cancelled requests * When a Requestor blocks a Gopher from a cancelled request, the standard block flow applies and the Gopher is added to the Requestor’s Blocked Gophers list * The blocked Gopher will no longer appear on or be able to accept the Requestor’s future requests ## ✅ Acceptance Criteria ### Scenario 1 – Block option is available on a cancelled request * **Given** a Requestor views a cancelled request that had a Gopher assigned * **When** the Requestor navigates to the request options * **Then** the block Gopher option is visible and accessible ### Scenario 2 – Blocking a Gopher from a cancelled request adds them to the Blocked Gophers list * **Given** a Requestor taps the block option on a cancelled request * **When** the block is confirmed * **Then** the Gopher is added to the Requestor’s Blocked Gophers list * **And** the blocked Gopher no longer appears on or can accept the Requestor’s future requests ### Scenario 3 – Block option is not shown when no Gopher was assigned * **Given** a Requestor views a cancelled request where no Gopher was ever assigned * **When** the Requestor navigates to the request options * **Then** the block Gopher option is not shown ### Scenario 4 – Existing block behavior on completed requests is unaffected * **Given** a Requestor views a completed request * **When** the Requestor uses the block option * **Then** the existing block behavior is unchanged ## ⚙️ Business Rules * The block option must appear on cancelled requests only when a Gopher was assigned to that request. * If no Gopher was assigned before cancellation, the block option must not be shown. * Blocking a Gopher from a cancelled request follows the same standard block flow as blocking from a completed request. * The Blocked Gophers list and its downstream effects (preventing the Gopher from appearing on or accepting the Requestor’s requests) are unchanged. ## 🧠 Dependencies / Notes * The block option UI condition must be updated to check for request status — show on both completed and cancelled requests where a Gopher was assigned. * No changes to the underlying block logic, Blocked Gophers list, or matching exclusion logic are required. * Figma design reference: https://www.figma.com/design/aRFH8dqUfSHLJTb89VZYNh/Jira-Tickets?node-id=94-9921 ## 🧪 QA Notes * View a cancelled request where a Gopher was assigned — confirm the block option is visible. * Block a Gopher from a cancelled request — confirm they are added to the Blocked Gophers list. * Confirm the blocked Gopher no longer appears on or can accept the Requestor’s future requests. * View a cancelled request where no Gopher was assigned — confirm the block option is not shown. * Confirm the existing block behavior on completed requests is unchanged. * Test on both iOS and Android.",https://gopherapp.atlassian.net/browse/G40-130
G40-132,Bug,"Gopher Go - Account - My Profile - Max ""Passengers"" Misspelled",Done,Highest,Done,Wilson Correa Padilla,John Newbury,"Gopher-Go, Onboarding",Gopher Go App,2025-05-01,2025-12-05,"### **As a** Gopher Go user updating my profile, ### **I want** to see all field labels displayed correctly and professionally, ### **So that** the application looks polished, clear, and trustworthy when I review or edit my profile details. ‌ ### **💡Context / Background** * In the **Gopher Go** application, under **Account → My Profile**, there is a field label currently misspelled (“Max Passangers”). * This typo reduces user trust and creates inconsistency with other parts of the UI. * Fixing this ensures a consistent and professional user experience across all profile fields. 📎 _Screenshot reference:_ ‌ ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=6829af52-4fda-44dc-a3ae-7dc98760b09c&&collection=&height=2400&occurrenceKey=null&width=1080&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) ‌ ### **✅ Acceptance Criteria (Given / When / Then)** ‌ **Scenario 1:** Correct spelling displayed * **Given** the user navigates to **Gopher Go → Account → My Profile**, * **When** they view the list of editable fields, * **Then** the label “Max Passengers” should be displayed with correct spelling, capitalization, and spacing. ‌ **Scenario 2:** Consistency across views * **Given** the “Max Passengers” field label is fixed in the My Profile view, * **When** the same field appears in other UI sections (e.g., summary cards, confirmation modals), * **Then** it should consistently display as “Max Passengers.” ‌ ### **🧠 Dependencies / Notes** * Screenshot available to locate the field visually. * Check if label text is stored in localization/config file (e.g., en.json or UI constants). * Ensure translation/localization strings are updated if applicable. ‌ ### **🧪 QA Notes:** * Verify spelling correction on web and mobile if both share UI components. * Confirm text matches design file (if applicable). * No regression or spacing issue after correction.",https://gopherapp.atlassian.net/browse/G40-132
G40-133,Bug,Gopher App - Submitted Request - Editing A Live Request - Original Information Lost,Done,Highest,Done,Wilson Correa Padilla,John Newbury,"Gopher-App, Gopher-Requestor",Gopher App (Requestor),2025-04-28,2026-07-03,"## **Summary** When a **pending (submitted but not yet accepted)** request is edited, critical data is being lost or overwritten—specifically attached photos, scheduled dates, and addresses. Request details should **never change** unless the user explicitly edits that field. --- ## **Description** Editing a request currently triggers unwanted resets to existing data. This causes requests to expire incorrectly, lose context for Gophers already interested, and results in a bad customer experience. ### **Issues Identified:** #### ✅ **1. Attached photos are lost when editing a request** * If the user previously uploaded a picture, editing the request removes it * Customer must re-upload * Gophers lose context for the job #### ✅ **2. Scheduled date/time is overwritten** * When a scheduled request is edited (even for small text changes), the system changes the scheduled date * New date defaults to roughly **one hour after the time of editing** * This breaks scheduled requests, especially when they were originally days in the future * Causes requests to unintentionally **expire** * Gophers who were interested lose their submissions #### ✅ **3. Address fields sometimes reset** * Pickup or delivery addresses must be re-entered * Fails to preserve original data --- ## **Expected Behavior** When a **Pending Request** is edited: ✅ No information should change unless the user manually updates that specific field ✅ Photo attachments remain intact ✅ Scheduled date and time do not change unless user edits them ✅ Address fields persist ✅ No automatic overwriting of ANY request data ✅ System must maintain continuity so Gophers retain context and interest --- ## **Acceptance Criteria** ### **AC1 — Preserve Photos** * Editing a pending request must retain all previously attached photos * Photos only change if the user manually removes or replaces them ### **AC2 — Preserve Scheduled Date** * Editing other fields must NOT modify scheduled date/time * Scheduled date only updates if user manually selects a new date/time * Request must never auto-shift to “1 hour later” or any default time ### **AC3 — Preserve All Interactable Input within the Request** * All interactable elements within the request must remain unchanged * All interactable fields should only update when user edits those fields directly ### **AC4 — No Data Loss** * All existing fields remain intact unless touched by the user * No auto-clearing, no resetting, no defaulting ### **AC5 — No Auto-Expiration or Workflow Disruption** * Editing a pending scheduled request must NOT cause early expiration * Request should remain active with Gopher interest preserved ### **AC6 — QA Testing Must Confirm** * Multiple edit cycles retain data * Scheduled requests days in the future remain accurately scheduled after edits * No regression with Need ASAP requests * Photos persist on both iOS and Android --- ## **Technical Notes** * Review edit-request API to ensure full payload is sent and updated correctly * Validate that frontend is not unintentionally overwriting fields with null or default values * Confirm that scheduled date/time field is not being auto-updated with “now + 1h” * Ensure address persistence logic survives screen re-mounts or form rehydration * Consider disabling auto-save on field blur if it overwrites untouched fields",https://gopherapp.atlassian.net/browse/G40-133
G40-135,Bug,Gopher Go - Refer App - Refer Yourself - Isn't Sending App Link With SMS,To Do,High,,,John Newbury,worker,Gopher Go App,2025-04-28,2026-06-26,Feature not fully implemented. Looks like this: ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=80d9d232-16d6-449b-a7d1-941d009281f4&&collection=&height=213&occurrenceKey=null&width=211&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) Needs to look like this: ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=7efdb988-3253-4444-9423-25e2ee3091a6&&collection=&height=277&occurrenceKey=null&width=215&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null),https://gopherapp.atlassian.net/browse/G40-135
G40-136,Bug,"Both Apps - Sign Up/Sign In - ""Didn't get it? Tap to resend"" link not functional",Done,Highest,Done,Wilson Correa Padilla,John Newbury,"Gopher-App, Gopher-Go, Gopher-Requestor","Gopher App (Requestor), Gopher Go App",2025-03-27,2025-12-24,"Tap to resend is not working AND the customer doesn’t have a way to learn more. Need to: 1. activate the “Tap to resend” link to trigger a resend. (versus having to close app and reopen. ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=2cbc7f5a-7ef1-4167-b438-d7293f931f27&&collection=&height=863&occurrenceKey=null&width=393&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) 2. once the “Tap to resend is activated, the screen changes to read, “Still not receiving? Please tap here for help” ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=ff2b8adb-d2ca-4874-a3ec-4e3d4c980d0c&&collection=&height=897&occurrenceKey=null&width=393&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) IF the “Still not receiving? Please tap here for help” link is selected, they will receive this pop-up modal. <custom data-type=""smartlink"" data-id=""id-0"">https://www.figma.com/design/g7DWLbI86O6SqiwITY7jeL/%E2%9C%8F%EF%B8%8F-Gopher-UI_UX?node-id=7130-19994&t=Lz9PHA7cSV3fsvTg-4</custom> ![](blob:https://media.staging.atl-paas.net/?type=file&localId=null&id=1ca120a4-73f2-47f6-a8b2-4fa7b728c73d&&collection=&height=852&occurrenceKey=null&width=393&__contextId=null&__displayType=null&__external=false&__fileMimeType=null&__fileName=null&__fileSize=null&__mediaTraceId=null&url=null) # **Jira Ticket: Fix “Tap to Resend” + Add Help Flow for Verification Code Issues** **Type:** Bug + UX Enhancement **Priority:** High **Component:** Authentication / Login / OTP Flow **Reporter:** John **Environment:** Production (iOS + Android) --- ## **Summary** The **“Tap to resend”** link on the OTP verification screen is currently non-functional, forcing users to close and reopen the app to get another verification code. Additionally, there is **no way for users to get help** if they are still not receiving the code. We need to activate the resend behavior and introduce a secondary help link and modal per the new UX flow. --- ## **Description** Customers attempting to verify their phone number do not receive another OTP when selecting **“Tap to resend”**—the link does nothing. This leads to login failures, abandoned signups, and frustration. We must implement the full resend + help experience: --- ### ✅ **1. Activate “Tap to resend”** Current issue: * The link shows on the screen but has **no function** * Users must close the app and reopen to trigger a new OTP Required behavior: * Tap immediately triggers backend OTP resend * Screen updates to new state (see #2) --- ### ✅ **2. After tapping resend, update UI text** Once “Tap to resend” is triggered: Replace text with: **“Still not receiving? Please tap here for help”** This link leads to the new help modal. --- ### ✅ **3. Activate help link for users who STILL don’t receive a code** IF the user selects: **“Still not receiving? Please tap here for help”** → Show this pop-up modal: 🔗 Figma: [https://www.figma.com/design/g7DWLbI86O6SqiwITY7jeL/%E2%9C%8F%EF%B8%8F-Gopher-UI_UX?node-id=7130-19994&t=Lz9PHA7cSV3fsvTg-4](https://www.figma.com/design/g7DWLbI86O6SqiwITY7jeL/%E2%9C%8F%EF%B8%8F-Gopher-UI_UX?node-id=7130-19994&t=Lz9PHA7cSV3fsvTg-4) This modal must include: * Troubleshooting steps * Reasons OTP may fail * Option to contact support (per Figma layout) --- ## **Acceptance Criteria** ### **AC1 — Resend Activation** * Tapping “Tap to resend” immediately sends a new OTP * No app restart required * Event logged in backend * Resend rate limiting obeyed (if applicable) ### **AC2 — UI Update After Resend** * Original text is replaced by: **“Still not receiving? Please tap here for help”** * Link becomes active ### **AC3 — Help Modal** * Tapping help link opens the Figma-specified help modal * Modal follows exact copy, layout, and behavior from Figma * Modal can be dismissed and returns to OTP screen * Does not reset or interfere with OTP timer (if one exists) ### **AC4 — User Experience** * Users can request a resend without app restart * Users can troubleshoot OTP issues without leaving the screen * Help modal provides actionable information --- ## **Technical Notes** * Ensure OTP resend endpoint is wired to the frontend * Add UI state flag to determine if resend action was triggered * Link must debounce taps to prevent spam * Logging should include: * OTP resend attempts * Help modal opens * Ensure modal is consistent across iOS and Android",https://gopherapp.atlassian.net/browse/G40-136
G40-137,Task,Gopher Go - Counter-Offer Monthly Credits,In Progress,Low,,John Newbury,John Newbury,worker,,2025-03-20,2026-07-03,"To encourage Gophers to accept offers as is, each “Standard” Gopher will have only 5 Counter-Offer credits per month. To encourage Elite+/Elite participation, Gopher Elite+/Elite will have unlimited Counter-Offers. This will reset at the beginning of every month on the 1st. <custom data-type=""smartlink"" data-id=""id-0"">https://www.figma.com/design/aRFH8dqUfSHLJTb89VZYNh/Jira-Tickets?node-id=94-11464</custom>",https://gopherapp.atlassian.net/browse/G40-137
G40-138,Task,"Gopher Go - App Settings - Force ""Allow Always"" for Location Services When Using Gopher Go During A Live Request",To Do,High,,,John Newbury,worker,,2025-02-24,2026-06-09,"This feature is occurring a step too late in the process. If a Gopher accepts a request, once they start, location services are mandatory. We need to make this mandatory when a user signs in, otherwise their location defaults to their address and that might not be proximate to their actual location.",https://gopherapp.atlassian.net/browse/G40-138
G40-139,Task,Gopher Go - Platform Stability Issue,In Progress,Medium,,John Newbury,John Newbury,worker,,2025-02-24,2026-07-03,"> 🔧 **DEV-READY HANDOFF — groomed 2026-07-02 (John Newbury).** No prototype build (native-lifecycle behavior); the core logic is already scaffolded + tested. No open questions. Full handoff: `docs/handoff/G40-139-available-tab-instant-refresh.md`. ## 🎯 The real issue (title is vague) The **Available tab is slow to show new requests** after a push. The feed must refresh **instantly (\~1–2s)** when (a) the app opens via a push notification, (b) it returns to the foreground, or (c) a new-request payload arrives while open — **no** manual pull-to-refresh, **no** full reload/flash, and **no** scroll-position loss. ## 🧩 Core logic already scaffolded + tested (owner) `G40-Build-Recap.md` → `wave2/g40-139/refreshDecider.js` (+ `useAvailableRefresh.jsx`): _refresh on push-foreground / app-foreground / in-app payload, debounced; hook wires Capacitor lifecycle; preserve scroll._ **Wire the FE to this; don't re-derive.** ## 📱 Developer work (native/FE runtime) 1. Mount `useAvailableRefresh` on the Available tab; drive `refreshDecider` on: **app-foreground-via-push** (iOS AppDelegate/SceneDelegate; Android `onResume`/foreground handler; Capacitor `App` resume + push `pushNotificationReceived`/`ActionPerformed`), **app-foreground-from-background**, and **in-app new-request payload** (foreground push, or a live socket event — confirm the channel is active + triggers the UI update). 2. **Debounce** overlapping triggers to one fetch; do an **incremental** update (no full reload) — preserve scroll, no flash. 3. Replace any polling-interval / tab-focus-only fetch causing the delay. ## 🖼️ Prototype No build — the static prototype has no push/lifecycle/backend. Visual reference only: the **“Available jobs”** frame in `_prototypes/Go/gopher-go-prototype.html`. ## ✅ Acceptance (from ticket) Open-via-push → request already visible (no manual refresh); app-open → real-time populate on notification; foreground-no-notification → immediate refetch; visible within **1–2s**; **no UI disruption or scroll loss**; iOS + Android. --- ## 📜 Original ticket (retained) When a Gopher receives a push for a new available request, the Available tab takes significant time to refresh and show it — in a time-sensitive marketplace, Gophers miss requests. The tab must update immediately on push-open, foreground, or in-app new-request notification. Likely caused by a polling interval / full reload rather than a foreground/notification-triggered fetch. (Full ACs, repro, and QA notes preserved in the handoff doc.)",https://gopherapp.atlassian.net/browse/G40-139
